filename,chip_id,satellite,split,month,size,cksum,s3path_us,s3path_eu,s3path_as,corresponding_agbm
0003d2eb_S1_10.tif,0003d2eb,S1,train,July,1049524,1139004820,s3://drivendata-competition-biomassters-public-us/train_features/0003d2eb_S1_10.tif,s3://drivendata-competition-biomassters-public-eu/train_features/0003d2eb_S1_10.tif,s3://drivendata-competition-biomassters-public-as/train_features/0003d2eb_S1_10.tif,0003d2eb_agbm.tif
0003d2eb_S1_11.tif,0003d2eb,S1,train,August,1049524,1895782794,s3://drivendata-competition-biomassters-public-us/train_features/0003d2eb_S1_11.tif,s3://drivendata-competition-biomassters-public-eu/train_features/0003d2eb_S1_11.tif,s3://drivendata-competition-biomassters-public-as/train_features/0003d2eb_S1_11.tif,0003d2eb_agbm.tif
0003d2eb_S2_00.tif,0003d2eb,S2,train,September,1443550,3291240031,s3://drivendata-competition-biomassters-public-us/train_features/0003d2eb_S2_00.tif,s3://drivendata-competition-biomassters-public-eu/train_features/0003d2eb_S2_00.tif,s3://drivendata-competition-biomassters-public-as/train_features/0003d2eb_S2_00.tif,0003d2eb_agbm.tif
0003d2eb_S2_01.tif,0003d2eb,S2,train,October,1443550,1582104850,s3://drivendata-competition-biomassters-public-us/train_features/0003d2eb_S2_01.tif,s3://drivendata-competition-biomassters-public-eu/train_features/0003d2eb_S2_01.tif,s3://drivendata-competition-biomassters-public-as/train_features/0003d2eb_S2_01.tif,0003d2eb_agbm.tif
0003d2eb_S2_05.tif,0003d2eb,S2,train,February,1443550,112844356,s3://drivendata-competition-biomassters-public-us/train_features/0003d2eb_S2_05.tif,s3://drivendata-competition-biomassters-public-eu/train_features/0003d2eb_S2_05.tif,s3://drivendata-competition-biomassters-public-as/train_features/0003d2eb_S2_05.tif,0003d2eb_agbm.tif
0003d2eb_S2_06.tif,0003d2eb,S2,train,March,1443550,3530580357,s3://drivendata-competition-biomassters-public-us/train_features/0003d2eb_S2_06.tif,s3://drivendata-competition-biomassters-public-eu/train_features/0003d2eb_S2_06.tif,s3://drivendata-competition-biomassters-public-as/train_features/0003d2eb_S2_06.tif,0003d2eb_agbm.tif
0003d2eb_S2_07.tif,0003d2eb,S2,train,April,1443550,4073427744,s3://drivendata-competition-biomassters-public-us/train_features/0003d2eb_S2_07.tif,s3://drivendata-competition-biomassters-public-eu/train_features/0003d2eb_S2_07.tif,s3://drivendata-competition-biomassters-public-as/train_features/0003d2eb_S2_07.tif,0003d2eb_agbm.tif
0003d2eb_S2_08.tif,0003d2eb,S2,train,May,1443550,2432198769,s3://drivendata-competition-biomassters-public-us/train_features/0003d2eb_S2_08.tif,s3://drivendata-competition-biomassters-public-eu/train_features/0003d2eb_S2_08.tif,s3://drivendata-competition-biomassters-public-as/train_features/0003d2eb_S2_08.tif,0003d2eb_agbm.tif
0003d2eb_S2_09.tif,0003d2eb,S2,train,June,1443550,3132179365,s3://drivendata-competition-biomassters-public-us/train_features/0003d2eb_S2_09.tif,s3://drivendata-competition-biomassters-public-eu/train_features/0003d2eb_S2_09.tif,s3://drivendata-competition-biomassters-public-as/train_features/0003d2eb_S2_09.tif,0003d2eb_agbm.tif
0003d2eb_S2_10.tif,0003d2eb,S2,train,July,1443550,94274541,s3://drivendata-competition-biomassters-public-us/train_features/0003d2eb_S2_10.tif,s3://drivendata-competition-biomassters-public-eu/train_features/0003d2eb_S2_10.tif,s3://drivendata-competition-biomassters-public-as/train_features/0003d2eb_S2_10.tif,0003d2eb_agbm.tif
0003d2eb_S2_11.tif,0003d2eb,S2,train,August,1443550,3822278950,s3://drivendata-competition-biomassters-public-us/train_features/0003d2eb_S2_11.tif,s3://drivendata-competition-biomassters-public-eu/train_features/0003d2eb_S2_11.tif,s3://drivendata-competition-biomassters-public-as/train_features/0003d2eb_S2_11.tif,0003d2eb_agbm.tif
000aa810_S1_00.tif,000aa810,S1,train,September,1049524,388144759,s3://drivendata-competition-biomassters-public-us/train_features/000aa810_S1_00.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000aa810_S1_00.tif,s3://drivendata-competition-biomassters-public-as/train_features/000aa810_S1_00.tif,000aa810_agbm.tif
000aa810_S1_01.tif,000aa810,S1,train,October,1049524,2612235630,s3://drivendata-competition-biomassters-public-us/train_features/000aa810_S1_01.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000aa810_S1_01.tif,s3://drivendata-competition-biomassters-public-as/train_features/000aa810_S1_01.tif,000aa810_agbm.tif
000aa810_S1_02.tif,000aa810,S1,train,November,1049524,1050459526,s3://drivendata-competition-biomassters-public-us/train_features/000aa810_S1_02.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000aa810_S1_02.tif,s3://drivendata-competition-biomassters-public-as/train_features/000aa810_S1_02.tif,000aa810_agbm.tif
000aa810_S1_03.tif,000aa810,S1,train,December,1049524,1181162969,s3://drivendata-competition-biomassters-public-us/train_features/000aa810_S1_03.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000aa810_S1_03.tif,s3://drivendata-competition-biomassters-public-as/train_features/000aa810_S1_03.tif,000aa810_agbm.tif
000aa810_S1_04.tif,000aa810,S1,train,January,1049524,643419543,s3://drivendata-competition-biomassters-public-us/train_features/000aa810_S1_04.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000aa810_S1_04.tif,s3://drivendata-competition-biomassters-public-as/train_features/000aa810_S1_04.tif,000aa810_agbm.tif
000aa810_S1_05.tif,000aa810,S1,train,February,1049524,3891260566,s3://drivendata-competition-biomassters-public-us/train_features/000aa810_S1_05.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000aa810_S1_05.tif,s3://drivendata-competition-biomassters-public-as/train_features/000aa810_S1_05.tif,000aa810_agbm.tif
000aa810_S1_06.tif,000aa810,S1,train,March,1049524,2626425680,s3://drivendata-competition-biomassters-public-us/train_features/000aa810_S1_06.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000aa810_S1_06.tif,s3://drivendata-competition-biomassters-public-as/train_features/000aa810_S1_06.tif,000aa810_agbm.tif
000aa810_S1_07.tif,000aa810,S1,train,April,1049524,1827678063,s3://drivendata-competition-biomassters-public-us/train_features/000aa810_S1_07.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000aa810_S1_07.tif,s3://drivendata-competition-biomassters-public-as/train_features/000aa810_S1_07.tif,000aa810_agbm.tif
000aa810_S1_08.tif,000aa810,S1,train,May,1049524,131650473,s3://drivendata-competition-biomassters-public-us/train_features/000aa810_S1_08.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000aa810_S1_08.tif,s3://drivendata-competition-biomassters-public-as/train_features/000aa810_S1_08.tif,000aa810_agbm.tif
000aa810_S1_09.tif,000aa810,S1,train,June,1049524,1294304588,s3://drivendata-competition-biomassters-public-us/train_features/000aa810_S1_09.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000aa810_S1_09.tif,s3://drivendata-competition-biomassters-public-as/train_features/000aa810_S1_09.tif,000aa810_agbm.tif
000aa810_S1_10.tif,000aa810,S1,train,July,1049524,3317861189,s3://drivendata-competition-biomassters-public-us/train_features/000aa810_S1_10.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000aa810_S1_10.tif,s3://drivendata-competition-biomassters-public-as/train_features/000aa810_S1_10.tif,000aa810_agbm.tif
000aa810_S1_11.tif,000aa810,S1,train,August,1049524,508854287,s3://drivendata-competition-biomassters-public-us/train_features/000aa810_S1_11.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000aa810_S1_11.tif,s3://drivendata-competition-biomassters-public-as/train_features/000aa810_S1_11.tif,000aa810_agbm.tif
000aa810_S2_06.tif,000aa810,S2,train,March,1443550,2163932079,s3://drivendata-competition-biomassters-public-us/train_features/000aa810_S2_06.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000aa810_S2_06.tif,s3://drivendata-competition-biomassters-public-as/train_features/000aa810_S2_06.tif,000aa810_agbm.tif
000aa810_S2_07.tif,000aa810,S2,train,April,1443550,733321152,s3://drivendata-competition-biomassters-public-us/train_features/000aa810_S2_07.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000aa810_S2_07.tif,s3://drivendata-competition-biomassters-public-as/train_features/000aa810_S2_07.tif,000aa810_agbm.tif
000aa810_S2_08.tif,000aa810,S2,train,May,1443550,2816416781,s3://drivendata-competition-biomassters-public-us/train_features/000aa810_S2_08.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000aa810_S2_08.tif,s3://drivendata-competition-biomassters-public-as/train_features/000aa810_S2_08.tif,000aa810_agbm.tif
000aa810_S2_09.tif,000aa810,S2,train,June,1443550,2847252208,s3://drivendata-competition-biomassters-public-us/train_features/000aa810_S2_09.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000aa810_S2_09.tif,s3://drivendata-competition-biomassters-public-as/train_features/000aa810_S2_09.tif,000aa810_agbm.tif
000aa810_S2_10.tif,000aa810,S2,train,July,1443550,2069270426,s3://drivendata-competition-biomassters-public-us/train_features/000aa810_S2_10.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000aa810_S2_10.tif,s3://drivendata-competition-biomassters-public-as/train_features/000aa810_S2_10.tif,000aa810_agbm.tif
000aa810_S2_11.tif,000aa810,S2,train,August,1443550,1720782728,s3://drivendata-competition-biomassters-public-us/train_features/000aa810_S2_11.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000aa810_S2_11.tif,s3://drivendata-competition-biomassters-public-as/train_features/000aa810_S2_11.tif,000aa810_agbm.tif
000d7e33_S1_00.tif,000d7e33,S1,train,September,1049524,4147139488,s3://drivendata-competition-biomassters-public-us/train_features/000d7e33_S1_00.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000d7e33_S1_00.tif,s3://drivendata-competition-biomassters-public-as/train_features/000d7e33_S1_00.tif,000d7e33_agbm.tif
000d7e33_S1_01.tif,000d7e33,S1,train,October,1049524,593542387,s3://drivendata-competition-biomassters-public-us/train_features/000d7e33_S1_01.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000d7e33_S1_01.tif,s3://drivendata-competition-biomassters-public-as/train_features/000d7e33_S1_01.tif,000d7e33_agbm.tif
000d7e33_S1_02.tif,000d7e33,S1,train,November,1049524,3561118499,s3://drivendata-competition-biomassters-public-us/train_features/000d7e33_S1_02.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000d7e33_S1_02.tif,s3://drivendata-competition-biomassters-public-as/train_features/000d7e33_S1_02.tif,000d7e33_agbm.tif
000d7e33_S1_03.tif,000d7e33,S1,train,December,1049524,2115076783,s3://drivendata-competition-biomassters-public-us/train_features/000d7e33_S1_03.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000d7e33_S1_03.tif,s3://drivendata-competition-biomassters-public-as/train_features/000d7e33_S1_03.tif,000d7e33_agbm.tif
000d7e33_S1_04.tif,000d7e33,S1,train,January,1049524,513287349,s3://drivendata-competition-biomassters-public-us/train_features/000d7e33_S1_04.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000d7e33_S1_04.tif,s3://drivendata-competition-biomassters-public-as/train_features/000d7e33_S1_04.tif,000d7e33_agbm.tif
000d7e33_S1_05.tif,000d7e33,S1,train,February,1049524,416654713,s3://drivendata-competition-biomassters-public-us/train_features/000d7e33_S1_05.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000d7e33_S1_05.tif,s3://drivendata-competition-biomassters-public-as/train_features/000d7e33_S1_05.tif,000d7e33_agbm.tif
000d7e33_S1_06.tif,000d7e33,S1,train,March,1049524,1135336778,s3://drivendata-competition-biomassters-public-us/train_features/000d7e33_S1_06.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000d7e33_S1_06.tif,s3://drivendata-competition-biomassters-public-as/train_features/000d7e33_S1_06.tif,000d7e33_agbm.tif
000d7e33_S1_07.tif,000d7e33,S1,train,April,1049524,2871376161,s3://drivendata-competition-biomassters-public-us/train_features/000d7e33_S1_07.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000d7e33_S1_07.tif,s3://drivendata-competition-biomassters-public-as/train_features/000d7e33_S1_07.tif,000d7e33_agbm.tif
000d7e33_S1_08.tif,000d7e33,S1,train,May,1049524,2467416759,s3://drivendata-competition-biomassters-public-us/train_features/000d7e33_S1_08.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000d7e33_S1_08.tif,s3://drivendata-competition-biomassters-public-as/train_features/000d7e33_S1_08.tif,000d7e33_agbm.tif
000d7e33_S1_09.tif,000d7e33,S1,train,June,1049524,2502634249,s3://drivendata-competition-biomassters-public-us/train_features/000d7e33_S1_09.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000d7e33_S1_09.tif,s3://drivendata-competition-biomassters-public-as/train_features/000d7e33_S1_09.tif,000d7e33_agbm.tif
000d7e33_S1_10.tif,000d7e33,S1,train,July,1049524,1422002761,s3://drivendata-competition-biomassters-public-us/train_features/000d7e33_S1_10.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000d7e33_S1_10.tif,s3://drivendata-competition-biomassters-public-as/train_features/000d7e33_S1_10.tif,000d7e33_agbm.tif
000d7e33_S1_11.tif,000d7e33,S1,train,August,1049524,26094233,s3://drivendata-competition-biomassters-public-us/train_features/000d7e33_S1_11.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000d7e33_S1_11.tif,s3://drivendata-competition-biomassters-public-as/train_features/000d7e33_S1_11.tif,000d7e33_agbm.tif
000d7e33_S2_06.tif,000d7e33,S2,train,March,1443550,130321054,s3://drivendata-competition-biomassters-public-us/train_features/000d7e33_S2_06.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000d7e33_S2_06.tif,s3://drivendata-competition-biomassters-public-as/train_features/000d7e33_S2_06.tif,000d7e33_agbm.tif
000d7e33_S2_07.tif,000d7e33,S2,train,April,1443550,2449123114,s3://drivendata-competition-biomassters-public-us/train_features/000d7e33_S2_07.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000d7e33_S2_07.tif,s3://drivendata-competition-biomassters-public-as/train_features/000d7e33_S2_07.tif,000d7e33_agbm.tif
000d7e33_S2_08.tif,000d7e33,S2,train,May,1443550,3647253054,s3://drivendata-competition-biomassters-public-us/train_features/000d7e33_S2_08.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000d7e33_S2_08.tif,s3://drivendata-competition-biomassters-public-as/train_features/000d7e33_S2_08.tif,000d7e33_agbm.tif
000d7e33_S2_09.tif,000d7e33,S2,train,June,1443550,4185008566,s3://drivendata-competition-biomassters-public-us/train_features/000d7e33_S2_09.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000d7e33_S2_09.tif,s3://drivendata-competition-biomassters-public-as/train_features/000d7e33_S2_09.tif,000d7e33_agbm.tif
000d7e33_S2_10.tif,000d7e33,S2,train,July,1443550,1899768485,s3://drivendata-competition-biomassters-public-us/train_features/000d7e33_S2_10.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000d7e33_S2_10.tif,s3://drivendata-competition-biomassters-public-as/train_features/000d7e33_S2_10.tif,000d7e33_agbm.tif
000d7e33_S2_11.tif,000d7e33,S2,train,August,1443550,1724847737,s3://drivendata-competition-biomassters-public-us/train_features/000d7e33_S2_11.tif,s3://drivendata-competition-biomassters-public-eu/train_features/000d7e33_S2_11.tif,s3://drivendata-competition-biomassters-public-as/train_features/000d7e33_S2_11.tif,000d7e33_agbm.tif
00a28320_S1_00.tif,00a28320,S1,test,September,1049524,3713004972,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S1_00.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S1_00.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S1_00.tif,00a28320_agbm.tif
00a28320_S1_01.tif,00a28320,S1,test,October,1049524,456578455,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S1_01.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S1_01.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S1_01.tif,00a28320_agbm.tif
00a28320_S1_02.tif,00a28320,S1,test,November,1049524,3015563080,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S1_02.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S1_02.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S1_02.tif,00a28320_agbm.tif
00a28320_S1_03.tif,00a28320,S1,test,December,1049524,1035947312,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S1_03.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S1_03.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S1_03.tif,00a28320_agbm.tif
00a28320_S1_04.tif,00a28320,S1,test,January,1049524,543845895,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S1_04.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S1_04.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S1_04.tif,00a28320_agbm.tif
00a28320_S1_05.tif,00a28320,S1,test,February,1049524,3406792821,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S1_05.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S1_05.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S1_05.tif,00a28320_agbm.tif
00a28320_S1_06.tif,00a28320,S1,test,March,1049524,2704040317,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S1_06.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S1_06.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S1_06.tif,00a28320_agbm.tif
00a28320_S1_07.tif,00a28320,S1,test,April,1049524,2579425508,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S1_07.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S1_07.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S1_07.tif,00a28320_agbm.tif
00a28320_S1_08.tif,00a28320,S1,test,May,1049524,3903888170,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S1_08.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S1_08.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S1_08.tif,00a28320_agbm.tif
00a28320_S1_09.tif,00a28320,S1,test,June,1049524,811539587,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S1_09.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S1_09.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S1_09.tif,00a28320_agbm.tif
00a28320_S1_10.tif,00a28320,S1,test,July,1049524,1211263766,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S1_10.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S1_10.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S1_10.tif,00a28320_agbm.tif
00a28320_S1_11.tif,00a28320,S1,test,August,1049524,3536623557,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S1_11.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S1_11.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S1_11.tif,00a28320_agbm.tif
00a28320_S2_00.tif,00a28320,S2,test,September,1443550,4248536161,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S2_00.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S2_00.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S2_00.tif,00a28320_agbm.tif
00a28320_S2_01.tif,00a28320,S2,test,October,1443550,4206624194,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S2_01.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S2_01.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S2_01.tif,00a28320_agbm.tif
00a28320_S2_02.tif,00a28320,S2,test,November,1443550,2701940335,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S2_02.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S2_02.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S2_02.tif,00a28320_agbm.tif
00a28320_S2_04.tif,00a28320,S2,test,January,1443550,2169249274,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S2_04.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S2_04.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S2_04.tif,00a28320_agbm.tif
00a28320_S2_05.tif,00a28320,S2,test,February,1443550,4232637820,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S2_05.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S2_05.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S2_05.tif,00a28320_agbm.tif
00a28320_S2_06.tif,00a28320,S2,test,March,1443550,469596298,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S2_06.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S2_06.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S2_06.tif,00a28320_agbm.tif
00a28320_S2_07.tif,00a28320,S2,test,April,1443550,995492252,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S2_07.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S2_07.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S2_07.tif,00a28320_agbm.tif
00a28320_S2_08.tif,00a28320,S2,test,May,1443550,2441852068,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S2_08.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S2_08.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S2_08.tif,00a28320_agbm.tif
00a28320_S2_09.tif,00a28320,S2,test,June,1443550,2750774283,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S2_09.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S2_09.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S2_09.tif,00a28320_agbm.tif
00a28320_S2_10.tif,00a28320,S2,test,July,1443550,2782389838,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S2_10.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S2_10.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S2_10.tif,00a28320_agbm.tif
00a28320_S2_11.tif,00a28320,S2,test,August,1443550,471142439,s3://drivendata-competition-biomassters-public-us/test_features/00a28320_S2_11.tif,s3://drivendata-competition-biomassters-public-eu/test_features/00a28320_S2_11.tif,s3://drivendata-competition-biomassters-public-as/test_features/00a28320_S2_11.tif,00a28320_agbm.tif
01047f47_S1_00.tif,01047f47,S1,test,September,1049524,1624179723,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S1_00.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S1_00.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S1_00.tif,01047f47_agbm.tif
01047f47_S1_01.tif,01047f47,S1,test,October,1049524,2951286482,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S1_01.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S1_01.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S1_01.tif,01047f47_agbm.tif
01047f47_S1_02.tif,01047f47,S1,test,November,1049524,753619452,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S1_02.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S1_02.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S1_02.tif,01047f47_agbm.tif
01047f47_S1_03.tif,01047f47,S1,test,December,1049524,2821719892,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S1_03.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S1_03.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S1_03.tif,01047f47_agbm.tif
01047f47_S1_04.tif,01047f47,S1,test,January,1049524,81916603,s3://drivendata-competition-biomassters-public-us/test_features/01047f47_S1_04.tif,s3://drivendata-competition-biomassters-public-eu/test_features/01047f47_S1_04.tif,s3://drivendata-competition-biomassters-public-as/test_features/01047f47_S1_04.tif,01047f47_agbm.tif
